Time Interval,Close,Net Chg,Open,High,Low,Tick Count
15:00 - 15:30,17440.35,-0.02,17440.26,17446.27,17437.76,120
15:30 - 16:00,17443.14,2.79,17439.28,17446.03,17434.98,120
16:00 - 16:30,17442.52,-0.62,17442.52,17442.52,17442.52,81
09:30 - 10:00,17462.24,19.72,17474.95,17488.14,17456.06,120
10:00 - 10:30,17505.91,43.67,17462.36,17507.98,17462.36,120
10:30 - 11:00,17507.8,1.89,17503.86,17516.02,17497.51,120
11:00 - 11:30,17510.37,2.57,17508.7,17510.79,17492.47,120
11:30 - 12:00,17499.43,-10.94,17510.23,17510.23,17482.27,120
12:00 - 12:30,17507.65,8.22,17499.79,17509.7,17493.86,120
12:30 - 13:00,17486.67,-20.98,17507.83,17507.83,17486.67,120
13:00 - 13:30,17488.14,1.47,17486.44,17491.58,17477.25,120
13:30 - 14:00,17488.85,0.71,17489.07,17493.65,17482.19,120
14:00 - 14:30,17499.58,10.73,17488.51,17507.22,17488.51,120
14:30 - 15:00,17507.01,7.43,17499.28,17517.29,17497.51,120
15:00 - 15:30,17514.2,7.19,17506.64,17514.2,17506.64,120
15:30 - 16:00,17509.65,-4.55,17515.01,17518.95,17506.34,120
16:00 - 16:30,17500.88,-8.77,17500.88,17500.88,17500.88,81
09:30 - 10:00,17532.15,31.27,17547.48,17555.77,17528.59,120
10:00 - 10:30,17525.74,-6.41,17532.29,17532.29,17496.73,120
10:30 - 11:00,17541.84,16.1,17522.15,17541.84,17514.66,120
11:00 - 11:30,17553.52,11.68,17541.25,17553.91,17535.84,120
11:30 - 12:00,17551.94,-1.58,17551.44,17552.37,17540.89,120
12:00 - 12:30,17547.94,-4,17551.24,17551.24,17544.24,120
12:30 - 13:00,17543.08,-4.86,17548.07,17550.54,17542.3,120
13:00 - 13:30,17552.83,9.75,17542.23,17556.57,17539.58,120
13:30 - 14:00,17551.08,-1.75,17553.85,17558.41,17551.08,120
14:00 - 14:30,17550.11,-0.97,17549.09,17561.87,17546.27,120
14:30 - 15:00,17541.89,-8.22,17550.01,17555.92,17537.91,120
15:00 - 15:30,17529.6,-12.29,17541.39,17542.23,17518.37,120
15:30 - 16:00,17513.44,-16.16,17529.19,17530.58,17512.61,120
16:00 - 16:30,17511.75,-1.69,17511.75,17511.75,17511.75,81
09:30 - 10:00,17460.19,-51.56,17429.58,17486.24,17429.58,120
10:00 - 10:30,17443.53,-16.66,17457.47,17463.94,17438.54,120
10:30 - 11:00,17400.94,-42.59,17442.92,17442.92,17395.85,120
11:00 - 11:30,17448.7,47.76,17400.79,17449.49,17400.79,120
11:30 - 12:00,17461.43,12.73,17448.04,17470.34,17445.88,120
12:00 - 12:30,17452.01,-9.42,17460.25,17465.42,17452.01,120
12:30 - 13:00,17428.28,-23.73,17451.53,17451.53,17418.69,120
13:00 - 13:30,17431.55,3.27,17428.34,17434.06,17424.15,120
13:30 - 14:00,17435.05,3.5,17432.37,17446.91,17430.56,120
14:00 - 14:30,17452.33,17.28,17435.43,17456.42,17435.22,120
14:30 - 15:00,17472.19,19.86,17452.75,17477.59,17451.6,120
15:00 - 15:30,17478.85,6.66,17473.93,17482.42,17463.91,120
15:30 - 16:00,17494.89,16.04,17478.94,17502.91,17478.94,120
16:00 - 16:30,17490.56,-4.33,17490.56,17490.56,17490.56,81
09:30 - 10:00,17400.9,-89.66,17442.25,17450.72,17382.26,120
10:00 - 10:30,17367.59,-33.31,17403.34,17403.34,17367.59,120
10:30 - 11:00,17338.76,-28.83,17367.91,17369.66,17335,120
11:00 - 11:30,17327.99,-10.77,17339.16,17342.19,17320.85,120
11:30 - 12:00,17354.51,26.52,17326.28,17354.51,17312.38,120
12:00 - 12:30,17345.34,-9.17,17354.85,17357.53,17342.54,120
12:30 - 13:00,17323.53,-21.81,17345.51,17345.51,17311.97,120
13:00 - 13:30,17332.04,8.51,17324.64,17333.67,17321.58,120
13:30 - 14:00,17326.7,-5.34,17332.43,17332.43,17316.26,120
14:00 - 14:30,17323.34,-3.36,17326.89,17339.87,17319.76,120
14:30 - 15:00,17320.8,-2.54,17323.18,17336.43,17320.8,120
15:00 - 15:30,17294.11,-26.69,17318.89,17321.64,17291.2,120
15:30 - 16:00,17324.91,30.8,17293.42,17324.91,17272.73,120
16:00 - 16:30,17318.49,-6.42,17318.49,17318.49,17318.49,81
09:30 - 10:00,17378.82,60.33,17351.01,17394.2,17351.01,120
10:00 - 10:30,17435.6,56.78,17388.96,17436.45,17388.96,120
10:30 - 11:00,17412.61,-22.99,17435.04,17441.57,17408.07,120
11:00 - 11:30,17401.37,-11.24,17412.89,17417.84,17392.13,120
11:30 - 12:00,17409.23,7.86,17400.51,17410.79,17393.43,120
12:00 - 12:30,17405.53,-3.7,17408.92,17409.7,17389.66,120
12:30 - 13:00,17415.86,10.33,17406.52,17419.16,17403.03,120
13:00 - 13:30,17398.28,-17.58,17415.33,17416.79,17398.28,120
13:30 - 14:00,17403.11,4.83,17397.28,17410.41,17396.86,120
14:00 - 14:30,17393.48,-9.63,17403.65,17403.65,17385.45,120
14:30 - 15:00,17402.36,8.88,17394.26,17406.09,17391.79,120
15:00 - 15:30,17409.13,6.77,17402.53,17409.13,17396.76,120
15:30 - 16:00,17381.47,-27.66,17409.17,17413.59,17379.23,120
16:00 - 16:30,17379.76,-1.71,17379.76,17379.76,17379.76,81
09:30 - 10:00,17522.76,143,17504.61,17528.61,17493.82,120
10:00 - 10:30,17518.94,-3.82,17524.13,17530.5,17510.41,120
10:30 - 11:00,17517.83,-1.11,17520.58,17523.92,17514.6,120
11:00 - 11:30,17522.23,4.4,17518.52,17525.45,17513.38,120
11:30 - 12:00,17529.27,7.04,17522.3,17531.23,17521.9,120
12:00 - 12:30,17540.74,11.47,17528.69,17541.69,17528.69,120
12:30 - 13:00,17529.57,-11.17,17540.81,17541.1,17529.57,120
13:00 - 13:30,17531.01,1.44,17530.24,17536.16,17529.77,120
13:30 - 14:00,17529.88,-1.13,17531.22,17531.76,17527.49,120
