Time Interval,Close,Net Chg,Open,High,Low,Tick Count
05:00 - 05:30,13526.43,-7.06,13533.1,13557.78,13526.17,1800
05:30 - 06:00,13509.1,-17.33,13526.43,13533.21,13502.42,1800
06:00 - 06:30,13521.9,12.8,13508.44,13522.71,13505.89,1800
06:30 - 07:00,13527.15,5.25,13521.9,13529.94,13517.3,1800
07:00 - 07:30,13512.11,-15.04,13528.64,13528.64,13501.78,1800
07:30 - 08:00,13500.18,-11.93,13512.11,13514.05,13499.44,1800
08:00 - 08:30,13511.72,11.54,13500.18,13512,13497.3,1800
08:30 - 09:00,13522.14,10.42,13511.95,13532.72,13511.95,1800
09:00 - 09:30,13522.07,-0.07,13522.25,13530.66,13519.39,1800
09:30 - 10:00,13527.41,5.34,13521.42,13531.24,13507.27,1800
10:00 - 10:30,13526.43,-0.98,13527.4,13527.59,13504.8,1800
10:30 - 11:00,13521.55,-4.88,13526.89,13529.23,13516.34,1800
11:00 - 11:30,13515.55,-6,13521.55,13524.45,13506.23,1800
11:30 - 12:00,13526.13,10.58,13514.97,13528.03,13514.56,900
03:00 - 03:30,13511.77,-14.36,13503.83,13518.85,13496.64,1771
03:30 - 04:00,13503.22,-8.55,13511.85,13523.33,13498.58,1800
04:00 - 04:30,13506.66,3.44,13502.92,13508.04,13487.21,1800
04:30 - 05:00,13519.02,12.36,13506.66,13524.75,13506.58,1800
05:00 - 05:30,13527.3,8.28,13518.91,13530.74,13514.35,1800
05:30 - 06:00,13521.53,-5.77,13527.35,13531.03,13518.42,1800
06:00 - 06:30,13530.79,9.26,13521.45,13536.1,13516.93,1800
06:30 - 07:00,13545.59,14.8,13530.94,13547.2,13530.94,1800
07:00 - 07:30,13540.2,-5.39,13545.94,13548.15,13539.69,1800
07:30 - 08:00,13539.3,-0.9,13539.79,13542.05,13532.87,1800
08:00 - 08:30,13542.38,3.08,13539.32,13544.86,13536.64,1800
08:30 - 09:00,13536.47,-5.91,13542.38,13543.53,13534.15,1800
09:00 - 09:30,13538.52,2.05,13536.36,13542.13,13532.49,1800
09:30 - 10:00,13547.29,8.77,13538.4,13547.59,13537.27,1800
10:00 - 10:30,13543.59,-3.7,13547.65,13547.72,13539.77,1800
10:30 - 11:00,13540.31,-3.28,13543.59,13543.59,13534.4,1800
11:00 - 11:30,13546.99,6.68,13540.26,13548.24,13538.24,1800
11:30 - 12:00,13548.94,1.95,13546.76,13550.83,13546.76,900
03:00 - 03:30,13467.89,-81.05,13456.9,13469.67,13443.25,1627
03:30 - 04:00,13482.38,14.49,13467.89,13482.38,13443.98,1800
04:00 - 04:30,13482.27,-0.11,13482.67,13489.51,13474.36,1800
04:30 - 05:00,13484.68,2.41,13482.4,13487.36,13466.85,1800
05:00 - 05:30,13491.66,6.98,13484.76,13493.86,13482.69,1800
05:30 - 06:00,13493.31,1.65,13491.72,13493.31,13479.94,1800
06:00 - 06:30,13491.16,-2.15,13498.17,13498.17,13485.25,1800
06:30 - 07:00,13524.53,33.37,13491.14,13525.59,13491.07,1800
07:00 - 07:30,13530.66,6.13,13524.67,13541.71,13524.54,1800
07:30 - 08:00,13528.18,-2.48,13530.09,13538.75,13524.16,1800
08:00 - 08:30,13534.34,6.16,13528.29,13534.88,13522.24,1800
08:30 - 09:00,13536.79,2.45,13534.39,13541.52,13528.39,1800
09:00 - 09:30,13545.96,9.17,13536.86,13548.77,13532.55,1800
09:30 - 10:00,13545.07,-0.89,13547.89,13560.68,13540.17,1800
10:00 - 10:30,13548.35,3.28,13544.46,13553.25,13523.96,1800
10:30 - 11:00,13533.94,-14.41,13548.34,13550.42,13533.35,1800
11:00 - 11:30,13550.65,16.71,13533.94,13552.9,13533.94,1800
11:30 - 12:00,13555.87,5.22,13550.54,13556.68,13550.54,900
03:00 - 03:30,13629.02,73.15,13601.65,13640.06,13574.06,1655
03:30 - 04:00,13586.1,-42.92,13629.01,13629.01,13583.63,1800
04:00 - 04:30,13568.85,-17.25,13584.97,13597.07,13565.96,1800
04:30 - 05:00,13572.84,3.99,13570.29,13586.36,13567.46,1800
05:00 - 05:30,13570.09,-2.75,13572.84,13575.01,13563.45,1800
05:30 - 06:00,13557.89,-12.2,13570.09,13577.04,13554.84,1800
06:00 - 06:30,13556.74,-1.15,13557.74,13563.19,13545.07,1800
06:30 - 07:00,13580.03,23.29,13556.9,13583.08,13554.2,1800
07:00 - 07:30,13583.69,3.66,13580.03,13584.4,13576.92,1800
07:30 - 08:00,13571.33,-12.36,13583.69,13589.05,13570.76,1800
08:00 - 08:30,13563.59,-7.74,13571.23,13573.62,13557.43,1800
08:30 - 09:00,13553.01,-10.58,13563.59,13564.18,13546.31,1800
09:00 - 09:30,13552.02,-0.99,13552.75,13557.41,13546.42,1800
09:30 - 10:00,13562.29,10.27,13551.32,13564.63,13536.9,1800
10:00 - 10:30,13553.07,-9.22,13562.29,13569.22,13546.57,1800
10:30 - 11:00,13519.78,-33.29,13553,13559.28,13519.66,1800
11:00 - 11:30,13505.91,-13.87,13520.04,13522.55,13498.03,1800
11:30 - 12:00,13515.75,9.84,13506.02,13515.75,13505.94,900
03:00 - 03:30,13441.4,-74.35,13455.9,13471.99,13437.78,1640
03:30 - 04:00,13427.8,-13.6,13441.32,13449.77,13412.18,1800
04:00 - 04:30,13455.6,27.8,13428.35,13463.4,13425.17,1800
04:30 - 05:00,13457.7,2.1,13455.6,13467.78,13449.61,1800
05:00 - 05:30,13473.74,16.04,13457.6,13474.77,13456.39,1800
05:30 - 06:00,13479.86,6.12,13473.74,13486.14,13470.86,1800
06:00 - 06:30,13473.93,-5.93,13479.86,13485.87,13464.71,1800
06:30 - 07:00,13479.52,5.59,13473.97,13480.64,13471.12,1800
07:00 - 07:30,13459.31,-20.21,13479.52,13482.38,13455.03,1800
07:30 - 08:00,13451.56,-7.75,13459.31,13462.67,13441.67,1800
08:00 - 08:30,13429.99,-21.57,13451.62,13455.65,13428.04,1800
08:30 - 09:00,13436.94,6.95,13430.19,13449.45,13429.79,1800
09:00 - 09:30,13440.46,3.52,13436.94,13444.78,13414.33,1800
09:30 - 10:00,13412.72,-27.74,13440.87,13449.46,13382.23,1800
10:00 - 10:30,13419.57,6.85,13412.78,13427.43,13404.31,1800
10:30 - 11:00,13407.9,-11.67,13419.97,13435.39,13401.61,1800
11:00 - 11:30,13387.54,-20.36,13408.32,13411.6,13386.35,1800
11:30 - 12:00,13388.42,0.88,13388.68,13391.33,13388.03,900
03:00 - 03:30,13539.98,151.56,13512.84,13542.05,13510.79,1622
03:30 - 04:00,13566.58,26.6,13563.08,13578.3,13539.75,1800
04:00 - 04:30,13565.43,-1.15,13566.43,13580.92,13555.22,1800
04:30 - 05:00,13557.08,-8.35,13566.59,13573.53,13554.06,1800
05:00 - 05:30,13568.37,11.29,13557.01,13573.26,13554.9,1800
05:30 - 06:00,13550.08,-18.29,13568.26,13572.31,13545.88,1800
06:00 - 06:30,13570.48,20.4,13549.99,13572.8,13549.81,1800
06:30 - 07:00,13580.83,10.35,13570.87,13580.83,13567.85,1800
07:00 - 07:30,13587.06,6.23,13580.7,13594.05,13577.63,1800
07:30 - 08:00,13594.45,7.39,13587.12,13599.14,13585.63,1800
08:00 - 08:30,13587.54,-6.91,13594.11,13599.84,13587.54,1800
08:30 - 09:00,13590.77,3.23,13587.46,13593.96,13584.72,1800
09:00 - 09:30,13596.52,5.75,13590.8,13600.97,13585.48,1800
09:30 - 10:00,13600.87,4.35,13595.79,13604.85,13583.01,1800
10:00 - 10:30,13567.78,-33.09,13600.92,13602.05,13566.85,1800
10:30 - 11:00,13582.34,14.56,13567.01,13582.46,13560.81,1800
11:00 - 11:30,13567.55,-14.79,13582.51,13595.62,13560.99,1800
11:30 - 12:00,13576.68,9.13,13567.16,13576.74,13566.92,900
03:00 - 03:30,13395.23,-181.45,13374.99,13399.42,13346.37,1560
03:30 - 04:00,13373.63,-21.6,13395.44,13398.28,13363.97,1800
04:00 - 04:30,13337.3,-36.33,13372.94,13381.94,13333.39,1800
04:30 - 05:00,13332.03,-5.27,13336.63,13347.07,13321.39,1800
05:00 - 05:30,13297.43,-34.6,13332.03,13332.03,13285.92,1800
05:30 - 06:00,13264.29,-33.14,13296.87,13296.87,13264.29,1800
06:00 - 06:30,13300.47,36.18,13263.05,13301.34,13246.79,1800
06:30 - 07:00,13267.74,-32.73,13300.72,13301.93,13257.78,1800
07:00 - 07:30,13285.31,17.57,13267.75,13295.69,13265.62,1800
07:30 - 08:00,13273.84,-11.47,13285.46,13289.31,13265.43,1800
08:00 - 08:30,13256.14,-17.7,13274.15,13277.35,13251.98,1800
08:30 - 09:00,13233.5,-22.64,13256.01,13256.32,13233.4,1800
09:00 - 09:30,13211.22,-22.28,13233.98,13236.94,13206.88,1800
09:30 - 10:00,13254.72,43.5,13199.29,13273.02,13195.28,1800
10:00 - 10:30,13249.53,-5.19,13254.55,13254.55,13226,1800
10:30 - 11:00,13222.35,-27.18,13249.71,13251.2,13206.79,1800
11:00 - 11:30,13213.46,-8.89,13222.76,13234.19,13208.23,1800
11:30 - 12:00,13204.77,-8.69,13213.7,13214.29,13204.77,900
03:00 - 03:30,13228.09,23.32,13274.01,13279.31,13222.8,1646
03:30 - 04:00,13215.98,-12.11,13226.37,13239.53,13210.49,1800
04:00 - 04:30,13187.86,-28.12,13216.02,13226.39,13177.66,1800
04:30 - 05:00,13185.17,-2.69,13187.86,13215.11,13184.04,1800
05:00 - 05:30,13169.6,-15.57,13185.13,13203.41,13169.33,1800
05:30 - 06:00,13187.53,17.93,13169.65,13200.57,13167.3,1800
06:00 - 06:30,13191.35,3.82,13187.79,13192.43,13163.36,1800
06:30 - 07:00,13215.24,23.89,13191.3,13216.09,13181.29,1800
07:00 - 07:30,13241.63,26.39,13215.22,13242.52,13210.34,1800
07:30 - 08:00,13245.43,3.8,13239.01,13258.42,13235.19,1800
08:00 - 08:30,13260.11,14.68,13245.62,13264.91,13238.13,1800
08:30 - 09:00,13270.98,10.87,13258.63,13281.83,13258.29,1800
09:00 - 09:30,13272.79,1.81,13270.83,13276.48,13263.96,1800
09:30 - 10:00,13275.46,2.67,13272.47,13283.31,13252.01,1800
10:00 - 10:30,13311.33,35.87,13276.2,13317.11,13272.76,1800
10:30 - 11:00,13320.75,9.42,13311.24,13323.91,13308.91,1800
11:00 - 11:30,13314.06,-6.69,13320.95,13327.12,13309.6,1800
11:30 - 12:00,13323.69,9.63,13314.53,13324.85,13313.9,900
03:00 - 03:30,13354.19,30.5,13316.42,13360.72,13303.95,1673
03:30 - 04:00,13342.72,-11.47,13354.13,13363.1,13333.63,1800
04:00 - 04:30,13318.21,-24.51,13342.94,13349.35,13308.83,1800
04:30 - 05:00,13325.5,7.29,13318.58,13333.21,13312.7,1800
05:00 - 05:30,13331.36,5.86,13325.82,13338.86,13321.89,1800
05:30 - 06:00,13343.85,12.49,13331.35,13348.33,13320.42,1800
06:00 - 06:30,13335.38,-8.47,13343.99,13355.71,13330.91,1800
06:30 - 07:00,13342.3,6.92,13335.38,13344.75,13331.02,1800
